No;Time;Interval(mi);Indoor Humidity(%);Indoor Temperature(°C);Outdoor Humidity(%);Outdoor Temperature(°C);Absolute Pressure(Hpa);Wind(m/s);Gust(m/s);Direction;Relative Pressure(Hpa);Dewpoint(°C);Windchill(°C);Hour Rainfall(mm);24 hour Rainfall(mm);Week Rainfall(mm);Month Rainfall(mm);Total Rainfall(mm);Wind Level(bft);Gust Level(bft)
24;14-06-2024 11:17;5;40;23.2;50;16.3;1003.9;0.7;1.7;NE;1005.3;5.9;16.3;0.0;0.0;0.0;0.0;0.0;1;2
25;14-06-2024 11:22;5;37;23.3;48;16.6;1003.8;1.0;2.0;N;1005.2;5.6;16.6;0.0;0.0;0.0;0.0;0.0;1;2
26;14-06-2024 11:27;5;37;23.3;47;16.6;1003.8;1.4;2.0;NW;1005.2;5.3;16.6;0.0;0.0;0.0;0.0;0.0;1;2
27;14-06-2024 11:32;5;38;23.4;48;16.4;1003.9;2.4;3.1;NNW;1005.3;5.4;15.0;0.0;0.0;0.0;0.0;0.0;2;2
28;14-06-2024 11:37;5;37;23.4;46;16.8;1003.9;0.7;2.0;NNE;1005.3;5.1;16.8;0.0;0.0;0.0;0.0;0.0;1;2
29;14-06-2024 11:42;5;37;23.5;45;17.0;1003.9;1.4;2.0;NNE;1005.3;5.0;17.0;0.0;0.0;0.0;0.0;0.0;1;2
30;14-06-2024 11:47;5;36;23.6;48;17.0;1003.8;0.0;0.7;SWW;1005.2;5.9;17.0;0.0;0.0;0.0;0.0;0.0;0;1
31;14-06-2024 11:52;5;36;23.6;46;17.2;1003.7;2.4;3.1;NE;1005.1;5.5;15.8;0.0;0.0;0.0;0.0;0.0;2;2
32;14-06-2024 11:57;5;36;23.7;46;16.9;1003.9;1.4;2.0;NEE;1005.3;5.2;16.9;0.0;0.0;0.0;0.0;0.0;1;2
33;14-06-2024 12:02;5;36;23.7;48;17.2;1003.7;0.7;1.7;NEE;1005.1;6.1;17.2;0.0;0.0;0.0;0.0;0.0;1;2
34;14-06-2024 12:07;5;35;23.8;45;17.1;1003.7;0.0;0.7;E;1005.1;5.1;17.1;0.0;0.0;0.0;0.0;0.0;0;1
35;14-06-2024 12:12;5;36;23.8;44;17.6;1003.9;0.7;1.0;NNW;1005.3;5.2;17.6;0.0;0.0;0.0;0.0;0.0;1;1
36;14-06-2024 12:17;5;36;23.8;44;17.3;1003.6;0.3;1.0;NW;1005.0;5.0;17.3;0.0;0.0;0.0;0.0;0.0;1;1
37;14-06-2024 12:22;5;35;24.0;43;17.8;1003.6;2.0;3.1;NNE;1005.0;5.1;17.1;0.0;0.0;0.0;0.0;0.0;2;2
38;14-06-2024 12:27;5;35;24.0;44;17.7;1003.7;0.7;1.0;NNW;1005.1;5.3;17.7;0.0;0.0;0.0;0.0;0.0;1;1
39;14-06-2024 12:32;5;34;24.1;44;18.1;1003.6;0.7;1.7;NE;1005.0;5.7;18.1;0.0;0.0;0.0;0.0;0.0;1;2
40;14-06-2024 12:37;5;34;24.1;43;17.3;1003.6;0.7;1.0;NNE;1005.0;4.6;17.3;0.0;0.0;0.0;0.0;0.0;1;1
41;14-06-2024 12:42;5;34;24.3;45;18.0;1003.5;0.3;1.0;NNE;1004.9;5.9;18.0;0.0;0.0;0.0;0.0;0.0;1;1
42;14-06-2024 12:47;5;34;24.3;42;18.0;1003.4;0.3;1.0;NEE;1004.8;4.9;18.0;0.0;0.0;0.0;0.0;0.0;1;1
43;14-06-2024 12:52;5;34;24.4;42;18.0;1003.6;1.7;2.7;NWW;1005.0;4.9;18.0;0.0;0.0;0.0;0.0;0.0;2;2
44;14-06-2024 12:57;5;34;24.4;42;18.1;1003.5;1.7;2.7;NNE;1004.9;5.0;18.1;0.0;0.0;0.0;0.0;0.0;2;2
45;14-06-2024 13:02;5;33;24.6;40;18.1;1003.4;2.4;3.1;N;1004.8;4.3;16.8;0.0;0.0;0.0;0.0;0.0;2;2
46;14-06-2024 13:07;5;34;24.6;43;18.0;1003.4;1.4;2.0;SEE;1004.8;5.3;18.0;0.0;0.0;0.0;0.0;0.0;1;2
47;14-06-2024 13:12;5;33;24.7;41;17.8;1003.4;1.4;2.0;NE;1004.8;4.4;17.8;0.0;0.0;0.0;0.0;0.0;1;2
48;14-06-2024 13:17;5;33;24.7;40;18.4;1003.4;0.7;1.7;E;1004.8;4.6;18.4;0.0;0.0;0.0;0.0;0.0;1;2
49;14-06-2024 13:22;5;33;24.9;39;18.6;1003.3;0.7;1.0;SSE;1004.7;4.4;18.6;0.0;0.0;0.0;0.0;0.0;1;1
50;14-06-2024 13:27;5;33;24.9;41;18.0;1003.4;2.0;2.7;NEE;1004.8;4.6;17.3;0.0;0.0;0.0;0.0;0.0;2;2
51;14-06-2024 13:32;5;31;25.0;40;18.1;1003.3;2.4;3.7;SEE;1004.7;4.3;16.8;0.0;0.0;0.0;0.0;0.0;2;3
52;14-06-2024 13:37;5;31;25.0;41;17.8;1003.6;3.1;3.7;NEE;1005.0;4.4;15.6;0.0;0.0;0.0;0.0;0.0;2;3
53;14-06-2024 13:42;5;31;25.0;41;18.0;1003.3;2.0;2.7;E;1004.7;4.6;17.3;0.0;0.0;0.0;0.0;0.0;2;2
54;14-06-2024 13:47;5;31;25.1;40;18.4;1003.5;1.0;2.0;SE;1004.9;4.6;18.4;0.0;0.0;0.0;0.0;0.0;1;2
55;14-06-2024 13:52;5;31;25.1;40;18.0;1003.2;0.3;0.7;E;1004.6;4.2;18.0;0.0;0.0;0.0;0.0;0.0;1;1
56;14-06-2024 13:57;5;31;25.1;40;18.3;1003.3;1.0;1.7;W;1004.7;4.5;18.3;0.0;0.0;0.0;0.0;0.0;1;2
57;14-06-2024 14:02;5;32;25.1;42;18.4;1003.1;0.3;1.0;NE;1004.5;5.3;18.4;0.0;0.0;0.0;0.0;0.0;1;1
58;14-06-2024 14:07;5;32;25.1;42;18.6;1003.4;1.0;2.0;NWW;1004.8;5.5;18.6;0.0;0.0;0.0;0.0;0.0;1;2
59;14-06-2024 14:12;5;32;25.1;41;18.3;1003.4;1.0;1.7;SWW;1004.8;4.8;18.3;0.0;0.0;0.0;0.0;0.0;1;2
60;14-06-2024 14:17;5;32;25.1;40;18.2;1003.1;3.4;4.8;NEE;1004.5;4.4;15.8;0.0;0.0;0.0;0.0;0.0;3;3
61;14-06-2024 14:22;5;31;25.1;42;18.2;1003.1;0.3;0.7;SEE;1004.5;5.1;18.2;0.0;0.0;0.0;0.0;0.0;1;1
62;14-06-2024 14:27;5;32;25.1;41;18.6;1003.1;0.7;1.0;NE;1004.5;5.1;18.6;0.0;0.0;0.0;0.0;0.0;1;1
63;14-06-2024 14:32;5;32;25.1;42;18.4;1003.3;2.4;3.1;NNE;1004.7;5.3;17.1;0.0;0.0;0.0;0.0;0.0;2;2
64;14-06-2024 14:37;5;32;25.1;40;18.3;1003.2;1.7;2.7;NNW;1004.6;4.5;18.3;0.0;0.0;0.0;0.0;0.0;2;2
65;14-06-2024 14:42;5;32;25.1;41;18.4;1003.0;1.0;1.7;NW;1004.4;4.9;18.4;0.0;0.0;0.0;0.0;0.0;1;2
66;14-06-2024 14:47;5;32;25.1;43;18.3;1003.1;1.0;1.7;NNW;1004.5;5.5;18.3;0.0;0.0;0.0;0.0;0.0;1;2
67;14-06-2024 14:52;5;32;25.1;40;18.4;1002.9;0.3;0.7;NNW;1004.3;4.6;18.4;0.0;0.0;0.0;0.0;0.0;1;1
68;14-06-2024 14:57;5;31;25.1;41;18.6;1003.2;0.3;0.7;NW;1004.6;5.1;18.6;0.0;0.0;0.0;0.0;0.0;1;1
69;14-06-2024 15:02;5;32;25.1;40;18.2;1003.1;1.4;2.0;NWW;1004.5;4.4;18.2;0.0;0.0;0.0;0.0;0.0;1;2
70;14-06-2024 15:07;5;31;25.1;42;18.3;1002.9;1.4;1.7;W;1004.3;5.2;18.3;0.0;0.0;0.0;0.0;0.0;1;2
71;14-06-2024 15:12;5;31;25.1;41;18.1;1003.0;2.0;3.1;NW;1004.4;4.7;17.4;0.0;0.0;0.0;0.0;0.0;2;2
72;14-06-2024 15:17;5;31;25.1;42;17.9;1003.1;1.4;3.1;NW;1004.5;4.8;17.9;0.0;0.0;0.0;0.0;0.0;1;2
73;14-06-2024 15:22;5;32;25.1;40;18.0;1003.1;2.0;2.7;NNW;1004.5;4.2;17.3;0.0;0.0;0.0;0.0;0.0;2;2
74;14-06-2024 15:27;5;32;25.1;40;18.3;1003.0;1.4;2.0;N;1004.4;4.5;18.3;0.0;0.0;0.0;0.0;0.0;1;2
75;14-06-2024 15:32;5;32;25.1;40;18.4;1003.0;1.0;2.0;NW;1004.4;4.6;18.4;0.0;0.0;0.0;0.0;0.0;1;2
76;14-06-2024 15:37;5;32;25.1;39;18.6;1003.1;2.4;3.1;NW;1004.5;4.4;17.3;0.0;0.0;0.0;0.0;0.0;2;2
77;14-06-2024 15:42;5;32;25.1;38;18.7;1002.9;1.4;1.7;N;1004.3;4.1;18.7;0.0;0.0;0.0;0.0;0.0;1;2
78;14-06-2024 15:47;5;32;25.1;40;18.5;1003.1;1.0;1.7;NNW;1004.5;4.7;18.5;0.0;0.0;0.0;0.0;0.0;1;2
79;14-06-2024 15:52;5;32;25.9;37;19.0;1003.2;2.0;2.7;E;1004.6;4.0;18.3;0.0;0.0;0.0;0.0;0.0;2;2
80;14-06-2024 15:57;5;32;25.1;38;18.6;1002.9;1.0;2.0;SEE;1004.3;4.0;18.6;0.0;0.0;0.0;0.0;0.0;1;2
81;14-06-2024 16:02;5;31;25.1;38;18.8;1003.2;0.7;2.0;E;1004.6;4.2;18.8;0.0;0.0;0.0;0.0;0.0;1;2
82;14-06-2024 16:07;5;32;25.1;39;19.0;1003.0;1.0;1.7;N;1004.4;4.8;19.0;0.0;0.0;0.0;0.0;0.0;1;2
83;14-06-2024 16:12;5;32;25.1;39;18.8;1003.2;0.3;0.7;NNW;1004.6;4.6;18.8;0.0;0.0;0.0;0.0;0.0;1;1
84;14-06-2024 16:17;5;32;25.1;39;18.7;1003.0;0.3;0.7;NNW;1004.4;4.5;18.7;0.0;0.0;0.0;0.0;0.0;1;1
85;14-06-2024 16:22;5;32;25.1;39;19.0;1003.0;0.7;1.7;E;1004.4;4.8;19.0;0.0;0.0;0.0;0.0;0.0;1;2
86;14-06-2024 16:27;5;32;25.1;39;18.8;1002.9;1.0;1.7;NE;1004.3;4.6;18.8;0.0;0.0;0.0;0.0;0.0;1;2
87;14-06-2024 16:32;5;32;25.1;38;18.7;1003.1;1.0;2.0;NEE;1004.5;4.1;18.7;0.0;0.0;0.0;0.0;0.0;1;2
88;14-06-2024 16:37;5;32;25.1;39;18.8;1003.0;0.7;1.7;E;1004.4;4.6;18.8;0.0;0.0;0.0;0.0;0.0;1;2
89;14-06-2024 16:42;5;32;25.1;40;18.7;1003.1;0.7;1.0;E;1004.5;4.8;18.7;0.0;0.0;0.0;0.0;0.0;1;1
90;14-06-2024 16:47;5;31;25.1;40;18.5;1003.1;0.7;1.0;NE;1004.5;4.7;18.5;0.0;0.0;0.0;0.0;0.0;1;1
91;14-06-2024 16:52;5;31;25.1;40;18.5;1002.9;1.0;1.0;NWW;1004.3;4.7;18.5;0.0;0.0;0.0;0.0;0.0;1;1
92;14-06-2024 16:57;5;31;25.1;40;18.9;1002.8;0.3;1.7;SEE;1004.2;5.0;18.9;0.0;0.0;0.0;0.0;0.0;1;2
93;14-06-2024 17:02;5;31;25.1;40;18.6;1002.9;2.4;2.7;E;1004.3;4.8;17.3;0.0;0.0;0.0;0.0;0.0;2;2
94;14-06-2024 17:07;5;31;25.1;42;18.4;1002.8;0.0;0.7;E;1004.2;5.3;18.4;0.0;0.0;0.0;0.0;0.0;0;1
95;14-06-2024 17:12;5;31;25.1;40;18.8;1002.8;0.3;0.7;SEE;1004.2;4.9;18.8;0.0;0.0;0.0;0.0;0.0;1;1
96;14-06-2024 17:17;5;31;25.1;42;18.7;1002.7;1.7;2.7;NE;1004.1;5.6;18.7;0.0;0.0;0.0;0.0;0.0;2;2
97;14-06-2024 17:22;5;31;25.1;40;18.6;1002.8;2.0;2.7;NEE;1004.2;4.8;17.9;0.0;0.0;0.0;0.0;0.0;2;2
98;14-06-2024 17:27;5;31;25.1;41;18.3;1002.7;0.7;1.0;NEE;1004.1;4.8;18.3;0.0;0.0;0.0;0.0;0.0;1;1
99;14-06-2024 17:32;5;31;25.1;41;18.4;1002.9;0.3;0.7;NEE;1004.3;4.9;18.4;0.0;0.0;0.0;0.0;0.0;1;1
100;14-06-2024 17:37;5;31;25.1;42;18.7;1002.6;0.3;0.7;NEE;1004.0;5.6;18.7;0.0;0.0;0.0;0.0;0.0;1;1
101;14-06-2024 17:42;5;31;25.1;40;18.5;1002.6;0.7;1.0;SEE;1004.0;4.7;18.5;0.0;0.0;0.0;0.0;0.0;1;1
102;14-06-2024 17:47;5;31;25.1;40;18.5;1002.5;0.3;1.0;NE;1003.9;4.7;18.5;0.0;0.0;0.0;0.0;0.0;1;1
103;14-06-2024 17:52;5;31;25.1;41;18.6;1002.9;0.3;1.0;NE;1004.3;5.1;18.6;0.0;0.0;0.0;0.0;0.0;1;1
104;14-06-2024 17:57;5;31;25.1;41;18.4;1002.7;0.7;0.7;NE;1004.1;4.9;18.4;0.0;0.0;0.0;0.0;0.0;1;1
105;14-06-2024 18:02;5;31;25.1;42;18.6;1002.7;1.0;1.7;N;1004.1;5.5;18.6;0.0;0.0;0.0;0.0;0.0;1;2
106;14-06-2024 18:07;5;31;25.1;41;18.4;1002.8;0.7;1.0;NNW;1004.2;4.9;18.4;0.0;0.0;0.0;0.0;0.0;1;1
107;14-06-2024 18:12;5;31;25.1;41;18.3;1002.7;0.7;1.0;NNW;1004.1;4.8;18.3;0.0;0.0;0.0;0.0;0.0;1;1
108;14-06-2024 18:17;5;31;25.1;42;18.4;1002.5;1.0;1.0;NW;1003.9;5.3;18.4;0.0;0.0;0.0;0.0;0.0;1;1
109;14-06-2024 18:22;5;31;25.0;45;18.3;1002.7;0.7;1.0;NNE;1004.1;6.2;18.3;0.0;0.0;0.0;0.0;0.0;1;1
110;14-06-2024 18:27;5;31;25.0;42;18.4;1002.7;0.7;1.0;N;1004.1;5.3;18.4;0.0;0.0;0.0;0.0;0.0;1;1
111;14-06-2024 18:32;5;30;25.0;41;18.4;1002.7;1.0;1.0;N;1004.1;4.9;18.4;0.0;0.0;0.0;0.0;0.0;1;1
112;14-06-2024 18:37;5;30;25.0;42;18.4;1002.5;0.3;0.7;N;1003.9;5.3;18.4;0.0;0.0;0.0;0.0;0.0;1;1
113;14-06-2024 18:42;5;30;25.0;42;18.6;1002.6;0.7;1.0;N;1004.0;5.5;18.6;0.0;0.0;0.0;0.0;0.0;1;1
114;14-06-2024 18:47;5;31;25.0;43;18.4;1002.6;0.0;0.7;N;1004.0;5.6;18.4;0.0;0.0;0.0;0.0;0.0;0;1
115;14-06-2024 18:52;5;31;25.0;42;18.5;1002.4;0.7;1.0;N;1003.8;5.4;18.5;0.0;0.0;0.0;0.0;0.0;1;1
116;14-06-2024 18:57;5;32;24.9;43;18.2;1002.7;0.0;0.7;N;1004.1;5.4;18.2;0.0;0.0;0.0;0.0;0.0;0;1
117;14-06-2024 19:02;5;32;24.9;44;18.2;1002.4;0.7;1.0;N;1003.8;5.8;18.2;0.0;0.0;0.0;0.0;0.0;1;1
118;14-06-2024 19:07;5;32;24.8;45;18.1;1002.5;0.7;1.0;N;1003.9;6.0;18.1;0.0;0.0;0.0;0.0;0.0;1;1
119;14-06-2024 19:12;5;33;24.7;45;18.1;1002.6;1.4;1.7;NW;1004.0;6.0;18.1;0.0;0.0;0.0;0.0;0.0;1;2
120;14-06-2024 19:17;5;33;24.7;46;18.0;1002.4;1.0;1.0;NNW;1003.8;6.2;18.0;0.0;0.0;0.0;0.0;0.0;1;1
121;14-06-2024 19:22;5;33;24.7;47;17.9;1002.4;0.7;1.0;NNW;1003.8;6.5;17.9;0.0;0.0;0.0;0.0;0.0;1;1
122;14-06-2024 19:27;5;33;24.7;46;18.0;1002.4;0.7;1.7;NNW;1003.8;6.2;18.0;0.0;0.0;0.0;0.0;0.0;1;2
123;14-06-2024 19:32;5;33;24.7;48;18.0;1002.5;0.7;1.0;NNW;1003.9;6.8;18.0;0.0;0.0;0.0;0.0;0.0;1;1
124;14-06-2024 19:37;5;34;24.7;46;18.0;1002.6;0.7;1.0;N;1004.0;6.2;18.0;0.0;0.0;0.0;0.0;0.0;1;1
125;14-06-2024 19:42;5;34;24.6;47;18.0;1002.3;0.0;0.7;N;1003.7;6.5;18.0;0.0;0.0;0.0;0.0;0.0;0;1
126;14-06-2024 19:47;5;34;24.6;46;18.0;1002.4;0.7;1.0;N;1003.8;6.2;18.0;0.0;0.0;0.0;0.0;0.0;1;1
127;14-06-2024 19:52;5;33;24.6;46;18.0;1002.4;0.7;1.0;N;1003.8;6.2;18.0;0.0;0.0;0.0;0.0;0.0;1;1
128;14-06-2024 19:57;5;33;24.6;47;18.0;1002.3;0.3;1.0;N;1003.7;6.5;18.0;0.0;0.0;0.0;0.0;0.0;1;1
129;14-06-2024 20:02;5;33;24.5;48;17.9;1002.4;0.3;1.0;N;1003.8;6.8;17.9;0.0;0.0;0.0;0.0;0.0;1;1
130;14-06-2024 20:07;5;33;24.4;50;17.9;1002.6;0.0;0.7;N;1004.0;7.4;17.9;0.0;0.0;0.0;0.0;0.0;0;1
131;14-06-2024 20:12;5;34;24.4;51;17.8;1002.4;0.3;0.7;N;1003.8;7.6;17.8;0.0;0.0;0.0;0.0;0.0;1;1
132;14-06-2024 20:17;5;34;24.5;51;17.7;1002.3;0.7;1.0;N;1003.7;7.5;17.7;0.0;0.0;0.0;0.0;0.0;1;1
133;14-06-2024 20:22;5;34;24.4;51;17.6;1002.3;0.7;1.0;N;1003.7;7.4;17.6;0.0;0.0;0.0;0.0;0.0;1;1
134;14-06-2024 20:27;5;34;24.4;53;17.4;1002.1;0.3;0.7;N;1003.5;7.7;17.4;0.0;0.0;0.0;0.0;0.0;1;1
135;14-06-2024 20:32;5;35;24.3;53;17.2;1002.5;0.7;0.7;N;1003.9;7.6;17.2;0.0;0.0;0.0;0.0;0.0;1;1
136;14-06-2024 20:37;5;35;24.2;54;17.2;1002.0;0.3;0.7;N;1003.4;7.8;17.2;0.0;0.0;0.0;0.0;0.0;1;1
137;14-06-2024 20:42;5;35;24.1;55;17.1;1002.4;0.7;0.7;N;1003.8;8.0;17.1;0.0;0.0;0.0;0.0;0.0;1;1
138;14-06-2024 20:47;5;36;24.3;56;17.0;1002.3;0.7;0.7;N;1003.7;8.2;17.0;0.0;0.0;0.0;0.0;0.0;1;1
139;14-06-2024 20:52;5;36;24.0;57;16.9;1002.6;0.3;0.7;N;1004.0;8.3;16.9;0.0;0.0;0.0;0.0;0.0;1;1
140;14-06-2024 20:57;5;37;23.8;58;16.8;1002.4;0.7;0.7;N;1003.8;8.5;16.8;0.0;0.0;0.0;0.0;0.0;1;1
141;14-06-2024 21:02;5;37;23.8;59;16.7;1002.4;0.7;0.7;N;1003.8;8.7;16.7;0.0;0.0;0.0;0.0;0.0;1;1
142;14-06-2024 21:07;5;38;23.7;61;16.6;1002.4;0.7;0.7;N;1003.8;9.1;16.6;0.0;0.0;0.0;0.0;0.0;1;1
143;14-06-2024 21:12;5;38;23.6;61;16.5;1002.4;0.7;0.7;N;1003.8;9.0;16.5;0.0;0.0;0.0;0.0;0.0;1;1
144;14-06-2024 21:17;5;38;23.5;61;16.5;1002.3;0.7;1.0;N;1003.7;9.0;16.5;0.0;0.0;0.0;0.0;0.0;1;1
145;14-06-2024 21:22;5;39;23.4;62;16.4;1002.5;0.7;1.0;N;1003.9;9.1;16.4;0.0;0.0;0.0;0.0;0.0;1;1
146;14-06-2024 21:27;5;39;23.3;63;16.3;1002.4;0.7;1.0;N;1003.8;9.3;16.3;0.0;0.0;0.0;0.0;0.0;1;1
147;14-06-2024 21:32;5;39;23.3;63;16.2;1002.7;0.7;1.0;N;1004.1;9.2;16.2;0.0;0.0;0.0;0.0;0.0;1;1
148;14-06-2024 21:37;5;40;23.1;63;16.1;1002.4;1.0;1.0;N;1003.8;9.1;16.1;0.0;0.0;0.0;0.0;0.0;1;1
149;14-06-2024 21:42;5;41;23.1;63;16.1;1002.7;1.0;1.0;N;1004.1;9.1;16.1;0.0;0.0;0.0;0.0;0.0;1;1
150;14-06-2024 21:47;5;41;23.0;63;16.0;1002.5;1.0;1.0;N;1003.9;9.0;16.0;0.0;0.0;0.0;0.0;0.0;1;1
151;14-06-2024 21:52;5;42;23.0;64;15.9;1002.5;1.4;1.7;N;1003.9;9.1;15.9;0.0;0.0;0.0;0.0;0.0;1;2
152;14-06-2024 21:57;5;41;22.9;67;15.6;1002.5;1.4;1.7;N;1003.9;9.5;15.6;0.0;0.0;0.0;0.0;0.0;1;2
153;14-06-2024 22:02;5;43;22.9;66;15.5;1002.4;1.7;1.7;N;1003.8;9.2;15.5;0.0;0.0;0.0;0.0;0.0;2;2
154;14-06-2024 22:07;5;44;22.8;65;15.5;1002.4;1.7;2.0;NW;1003.8;9.0;15.5;0.0;0.0;0.0;0.0;0.0;2;2
155;14-06-2024 22:12;5;45;22.7;63;15.4;1002.2;1.7;2.0;NNW;1003.6;8.4;15.4;0.0;0.0;0.0;0.0;0.0;2;2
156;14-06-2024 22:17;5;46;22.7;63;15.4;1002.2;2.0;2.0;NW;1003.6;8.4;14.5;0.0;0.0;0.0;0.0;0.0;2;2
157;14-06-2024 22:22;5;46;22.7;61;15.5;1002.1;1.7;2.0;NNW;1003.5;8.0;15.5;0.0;0.0;0.0;0.0;0.0;2;2
158;14-06-2024 22:27;5;47;22.6;61;15.5;1002.2;0.7;1.0;NNW;1003.6;8.0;15.5;0.0;0.0;0.0;0.0;0.0;1;1
159;14-06-2024 22:32;5;46;22.6;61;15.6;1002.5;0.7;1.7;N;1003.9;8.1;15.6;0.0;0.0;0.0;0.0;0.0;1;2
160;14-06-2024 22:37;5;47;22.6;62;15.5;1002.5;1.0;1.7;N;1003.9;8.3;15.5;0.0;0.0;0.0;0.0;0.0;1;2
161;14-06-2024 22:42;5;46;22.5;62;15.5;1002.5;0.7;1.0;N;1003.9;8.3;15.5;0.0;0.0;0.0;0.0;0.0;1;1
162;14-06-2024 22:47;5;47;22.5;62;15.4;1002.3;0.7;1.0;N;1003.7;8.2;15.4;0.0;0.0;0.0;0.0;0.0;1;1
163;14-06-2024 22:52;5;47;22.4;63;15.4;1002.1;1.0;1.7;NNW;1003.5;8.4;15.4;0.0;0.0;0.0;0.0;0.0;1;2
164;14-06-2024 22:57;5;47;22.3;63;15.3;1002.3;1.4;1.7;NNW;1003.7;8.3;15.3;0.0;0.0;0.0;0.0;0.0;1;2
165;14-06-2024 23:02;5;47;22.3;63;15.2;1002.3;1.4;1.7;NNW;1003.7;8.2;15.2;0.0;0.0;0.0;0.0;0.0;1;2
166;14-06-2024 23:07;5;47;22.2;65;15.1;1002.3;1.7;2.0;NNW;1003.7;8.6;15.1;0.0;0.0;0.0;0.0;0.0;2;2
167;14-06-2024 23:12;5;47;22.2;65;15.1;1002.3;1.7;2.0;NNW;1003.7;8.6;15.1;0.0;0.0;0.0;0.0;0.0;2;2
168;14-06-2024 23:17;5;47;22.2;65;15.0;1002.3;1.7;2.0;NNW;1003.7;8.5;15.0;0.0;0.0;0.0;0.0;0.0;2;2
169;14-06-2024 23:22;5;47;22.1;66;14.9;1002.1;1.4;2.0;NNW;1003.5;8.6;14.9;0.0;0.0;0.0;0.0;0.0;1;2
